057d,2,Erroneo  ,0
046f,0,Erroneo  ,0
00e9,3,Correcto ,215
02eb,1,Correcto ,615
0215,0,Correcto ,615
0596,0,Erroneo  ,0
00e4,1,Correcto ,645
0446,1,Erroneo  ,0
03df,2,Correcto ,665
054e,2,Erroneo  ,0
ffff,1,Broadcast,455
ffff,1,Broadcast,455
ffff,1,Broadcast,455
01ee,2,Correcto ,475
